season,league,draft_id,rounds,username,manager,current_member,round,pick_in_round,overall,player,pos,nfl_team
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,8,7,91,Q. Judkins,RB,CLE
2025,alt,1241981499981438976,16,Aiden2435,,N,8,8,92,C. Kupp,WR,SEA
2025,alt,1241981499981438976,16,dolanders,,N,8,9,93,P. Mahomes,QB,KC
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,8,10,94,J. Mason,RB,MIN
2025,alt,1241981499981438976,16,NicolasThomas,,N,8,11,95,T. Kraft,TE,GB
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,8,12,96,J. Jennings,WR,SF
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,9,1,97,Z. Charbonnet,RB,SEA
2025,alt,1241981499981438976,16,NicolasThomas,,N,9,2,98,J. Croskey-Merritt,RB,WAS
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,9,3,99,J. Downs,WR,IND
2025,alt,1241981499981438976,16,dolanders,,N,9,4,100,J. Mixon,RB,HOU
2025,alt,1241981499981438976,16,Aiden2435,,N,9,5,101,J. Addison,WR,MIN
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,9,6,102,D. Kincaid,TE,BUF
2025,alt,1241981499981438976,16,ryancann,,N,9,7,103,T. Etienne,RB,JAX
2025,alt,1241981499981438976,16,bradysc03,,N,9,8,104,J. Williams,RB,DAL
2025,alt,1241981499981438976,16,satvikh23,,N,9,9,105,K. Shakir,WR,BUF
2025,alt,1241981499981438976,16,Hudsonro,,N,9,10,106,M. Pittman,WR,IND
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,9,11,107,J. Dobbins,RB,DEN
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,9,12,108,C. Loveland,TE,CHI
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,10,1,109,K. Allen,WR,LAC
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,10,2,110,B. Aubrey,K,DAL
2025,alt,1241981499981438976,16,Hudsonro,,N,10,3,111,N. Chubb,RB,HOU
2025,alt,1241981499981438976,16,satvikh23,,N,10,4,112,J. Reed,WR,GB
2025,alt,1241981499981438976,16,bradysc03,,N,10,5,113,A. Ekeler,RB,WAS
2025,alt,1241981499981438976,16,ryancann,,N,10,6,114,C. Godwin,WR,TB
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,10,7,115,B. Purdy,QB,SF
2025,alt,1241981499981438976,16,Aiden2435,,N,10,8,116,J. Higgins,WR,HOU
2025,alt,1241981499981438976,16,dolanders,,N,10,9,117,J. Smith,TE,PIT
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,10,10,118,K. Coleman,WR,BUF
2025,alt,1241981499981438976,16,NicolasThomas,,N,10,11,119,B. Allen,RB,NYJ
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,10,12,120,D. Sampson,RB,CLE
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,11,1,121,R. Shaheed,WR,NO
2025,alt,1241981499981438976,16,NicolasThomas,,N,11,2,122,D. Prescott,QB,DAL
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,11,3,123,J. Ferguson,TE,DAL
2025,alt,1241981499981438976,16,dolanders,,N,11,4,124,O. Gordon,RB,MIA
2025,alt,1241981499981438976,16,Aiden2435,,N,11,5,125,T. Bigsby,RB,JAX
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,11,6,126,T. Benson,RB,ARI
2025,alt,1241981499981438976,16,ryancann,,N,11,7,127,R. Stevenson,RB,NE
2025,alt,1241981499981438976,16,bradysc03,,N,11,8,128,J. Goff,QB,DET
2025,alt,1241981499981438976,16,satvikh23,,N,11,9,129,D. Mooney,WR,ATL
2025,alt,1241981499981438976,16,Hudsonro,,N,11,10,130,K. Pitts,TE,ATL
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,11,11,131,J. Blue,RB,DAL
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,11,12,132,D. Maye,QB,NE
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,12,1,133,J. Ford,RB,CLE
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,12,2,134,B. Aiyuk,WR,SF
2025,alt,1241981499981438976,16,Hudsonro,,N,12,3,135,K. Hunt,RB,KC
2025,alt,1241981499981438976,16,satvikh23,,N,12,4,136,D. Goedert,TE,PHI
2025,alt,1241981499981438976,16,bradysc03,,N,12,5,137,M. Mims,WR,DEN
2025,alt,1241981499981438976,16,ryancann,,N,12,6,138,N. Harris,RB,LAC
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,12,7,139,B. Tuten,RB,JAX
2025,alt,1241981499981438976,16,Aiden2435,,N,12,8,140,C. Stroud,QB,HOU
2025,alt,1241981499981438976,16,dolanders,,N,12,9,141,L. Burden,WR,CHI
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,12,10,142,R. Davis,RB,BUF
2025,alt,1241981499981438976,16,NicolasThomas,,N,12,11,143,C. Kirk,WR,HOU
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,12,12,144,T. Allgeier,RB,ATL
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,13,1,145,A. Thielen,WR,MIN
2025,alt,1241981499981438976,16,NicolasThomas,,N,13,2,146,C. Williams,QB,CHI
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,13,3,147,J. Bates,K,DET
2025,alt,1241981499981438976,16,dolanders,,N,13,4,148,J. Bech,WR,LV
2025,alt,1241981499981438976,16,Aiden2435,,N,13,5,149,T. Brooks,RB,CIN
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,13,6,150,K. Williams,WR,NE
2025,alt,1241981499981438976,16,ryancann,,N,13,7,151,Z. Ertz,TE,WAS
2025,alt,1241981499981438976,16,bradysc03,,N,13,8,152,J. Herbert,QB,LAC
2025,alt,1241981499981438976,16,satvikh23,,N,13,9,153,R. White,RB,TB
2025,alt,1241981499981438976,16,Hudsonro,,N,13,10,154,J. Love,QB,GB
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,13,11,155,R. Dowdle,RB,CAR
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,13,12,156,D. Hopkins,WR,BAL
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,14,1,157,C. Dicker,K,LAC
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,14,2,158,E. Ayomanor,WR,TEN
2025,alt,1241981499981438976,16,Hudsonro,,N,14,3,159,X. Legette,WR,CAR
2025,alt,1241981499981438976,16,satvikh23,,N,14,4,160,R. Bateman,WR,BAL
2025,alt,1241981499981438976,16,bradysc03,,N,14,5,161,A. Cooper,WR,LV
2025,alt,1241981499981438976,16,ryancann,,N,14,6,162,W. Robinson,WR,NYG
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,14,7,163,T. Spears,RB,TEN
2025,alt,1241981499981438976,16,Aiden2435,,N,14,8,164,T. Horton,WR,SEA
2025,alt,1241981499981438976,16,dolanders,,N,14,9,165,C. Little,K,JAX
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,14,10,166,C. Okonkwo,TE,TEN
2025,alt,1241981499981438976,16,NicolasThomas,,N,14,11,167,K. Mitchell,RB,BAL
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,14,12,168,T. Harris,WR,LAC
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,15,1,169,J. Elliott,K,PHI
2025,alt,1241981499981438976,16,NicolasThomas,,N,15,2,170,I. TeSlaa,WR,DET
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,15,3,171,T. Lawrence,QB,JAX
2025,alt,1241981499981438976,16,dolanders,,N,15,4,172,M. Penix,QB,ATL
2025,alt,1241981499981438976,16,Aiden2435,,N,15,5,173,B. Corum,RB,LAR
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,15,6,174,I. Likely,TE,BAL
2025,alt,1241981499981438976,16,ryancann,,N,15,7,175,J. Fields,QB,NYJ
2025,alt,1241981499981438976,16,bradysc03,,N,15,8,176,C. McLaughlin,K,TB
2025,alt,1241981499981438976,16,satvikh23,,N,15,9,177,J. McCarthy,QB,MIN
2025,alt,1241981499981438976,16,Hudsonro,,N,15,10,178,Y. Koo,K,ATL
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,15,11,179,M. Stafford,QB,LAR
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,15,12,180,A. Pierce,WR,IND
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,16,1,181,C. Tillman,WR,CLE
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,16,2,182,T. Tebow,TE,FA
2025,alt,1241981499981438976,16,Hudsonro,,N,16,3,183,W. Marks,RB,HOU
2025,alt,1241981499981438976,16,satvikh23,,N,16,4,184,W. Lutz,K,DEN
2025,alt,1241981499981438976,16,bradysc03,,N,16,5,185,H. Henry,TE,NE
2025,alt,1241981499981438976,16,ryancann,,N,16,6,186,K. Fairbairn,K,HOU
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,16,7,187,T. Tagovailoa,QB,MIA
2025,alt,1241981499981438976,16,Aiden2435,,N,16,8,188,C. Boswell,K,PIT
2025,alt,1241981499981438976,16,dolanders,,N,16,9,189,A. Mitchell,WR,IND
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,16,10,190,M. Taylor,TE,NYJ
2025,alt,1241981499981438976,16,NicolasThomas,,N,16,11,191,J. Coker,WR,CAR
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,16,12,192,I. Guerendo,RB,SF
